Timestamp,Frame,TrackID,Class,Confidence,Gender,Age,X,Y,Width,Height
9.55,277,4,person,0.757,Man,28,575,307,40,115
9.59,278,1,person,0.803,Man,34,631,371,46,133
9.59,278,4,person,0.721,Man,28,577,309,40,115
9.62,279,1,person,0.788,Man,34,633,373,44,121
9.62,279,4,person,0.727,Man,28,577,312,41,113
9.66,280,1,person,0.831,Man,34,633,374,45,118
9.66,280,4,person,0.695,Man,28,578,314,38,109
9.69,281,1,person,0.804,Man,34,634,374,43,123
9.72,282,1,person,0.758,Man,34,634,372,43,128
9.76,283,1,person,0.751,Man,34,635,373,42,133
9.76,283,4,person,0.606,Man,28,578,310,37,116
9.79,284,1,person,0.718,Man,34,633,374,43,129
9.79,284,4,person,0.69,Man,28,580,312,33,108
9.83,285,1,person,0.775,Man,34,633,377,41,122
9.83,285,4,person,0.721,Man,28,581,314,32,103
9.86,286,1,person,0.771,Man,34,632,379,44,121
9.86,286,4,person,0.732,Man,28,579,313,35,108
9.9,287,1,person,0.752,Man,34,632,378,45,116
9.9,287,4,person,0.553,Man,28,577,312,37,108
9.93,288,1,person,0.715,Man,34,632,375,45,113
9.93,288,4,person,0.725,Man,28,578,310,36,112
9.97,289,1,person,0.691,Man,34,633,373,46,115
9.97,289,4,person,0.686,Man,28,580,311,35,113
10.0,290,1,person,0.668,Man,34,634,373,46,103
10.0,290,4,person,0.651,Man,28,580,313,36,105
10.03,291,1,person,0.75,Man,34,635,375,46,113
10.03,291,4,person,0.688,Man,28,583,316,32,100
10.07,292,1,person,0.799,Man,34,636,375,44,119
10.07,292,4,person,0.629,Man,28,585,317,31,98
10.1,293,1,person,0.808,Man,34,637,375,43,116
10.1,293,4,person,0.711,Man,28,585,313,33,105
10.14,294,1,person,0.802,Man,34,636,375,44,126
10.14,294,4,person,0.75,Man,28,586,312,31,104
10.17,295,1,person,0.746,Man,34,636,375,44,127
10.17,295,4,person,0.772,Man,28,586,312,31,105
10.21,296,1,person,0.7,Man,34,637,377,43,120
10.21,296,4,person,0.729,Man,28,583,312,35,107
10.24,297,1,person,0.815,Man,34,637,378,43,116
10.24,297,4,person,0.687,Man,28,582,312,37,102
10.28,298,1,person,0.853,Man,34,636,377,44,115
10.28,298,4,person,0.719,Man,28,584,311,36,103
10.31,299,1,person,0.725,Man,34,636,375,48,125
10.31,299,4,person,0.738,Man,28,584,310,36,104
10.34,300,1,person,0.765,Man,34,636,374,46,129
10.34,300,4,person,0.732,Man,28,585,310,36,104
10.38,301,1,person,0.764,Man,34,636,372,47,132
10.38,301,4,person,0.715,Man,28,587,310,36,105
10.41,302,1,person,0.808,Man,34,637,373,47,126
10.41,302,4,person,0.714,Man,28,589,312,36,99
10.45,303,1,person,0.796,Man,34,639,373,48,126
10.45,303,4,person,0.773,Man,28,590,311,37,100
10.48,304,1,person,0.843,Man,34,639,373,47,127
10.48,304,4,person,0.798,Man,28,592,311,36,101
10.52,305,1,person,0.794,Man,34,640,372,45,133
10.52,305,4,person,0.828,Man,28,593,309,36,107
10.55,306,1,person,0.773,Man,34,639,370,46,140
10.55,306,4,person,0.761,Man,28,595,309,36,108
10.59,307,1,person,0.793,Man,34,639,372,45,133
10.59,307,4,person,0.767,Man,28,596,311,34,104
10.62,308,1,person,0.785,Man,34,638,373,45,126
10.62,308,4,person,0.705,Man,28,596,312,34,101
10.66,309,1,person,0.791,Man,34,638,374,44,119
10.66,309,4,person,0.733,Man,28,597,312,33,100
10.69,310,1,person,0.781,Man,34,637,370,45,124
10.69,310,4,person,0.736,Man,28,598,310,33,105
10.72,311,1,person,0.826,Man,34,637,369,47,130
10.72,311,4,person,0.743,Man,28,598,309,33,110
10.76,312,1,person,0.805,Man,34,635,369,51,131
10.76,312,4,person,0.78,Man,28,598,310,33,103
10.79,313,1,person,0.772,Man,34,636,371,50,120
10.79,313,4,person,0.768,Man,28,599,311,31,101
10.83,314,1,person,0.81,Man,34,635,370,52,120
10.83,314,4,person,0.75,Man,28,600,311,30,103
10.86,315,1,person,0.816,Man,34,635,372,49,120
10.86,315,4,person,0.784,Man,28,600,309,31,104
10.9,316,1,person,0.803,Man,34,635,370,46,130
10.9,316,4,person,0.718,Man,28,599,306,31,111
10.93,317,1,person,0.8,Man,34,635,370,44,133
10.93,317,4,person,0.731,Man,28,598,304,32,109
10.97,318,1,person,0.79,Man,34,635,371,43,129
10.97,318,4,person,0.713,Man,28,596,306,34,102
11.0,319,1,person,0.811,Man,34,633,374,44,121
11.0,319,4,person,0.759,Man,28,594,309,34,99
11.03,320,1,person,0.828,Man,34,632,374,45,123
11.03,320,4,person,0.748,Man,28,593,309,34,97
11.07,321,1,person,0.847,Man,34,632,373,44,121
11.07,321,4,person,0.774,Man,28,591,306,33,102
11.1,322,1,person,0.821,Man,34,632,373,45,125
11.1,322,4,person,0.756,Man,28,591,306,32,104
11.14,323,1,person,0.825,Man,34,632,372,46,124
11.14,323,4,person,0.768,Man,28,590,308,31,101
11.17,324,1,person,0.783,Man,34,633,373,49,116
11.17,324,4,person,0.791,Man,28,589,310,31,92
11.21,325,1,person,0.76,Man,34,634,375,50,115
11.21,325,4,person,0.748,Man,28,589,312,30,85
11.24,326,1,person,0.752,Man,34,635,376,47,118
11.24,326,4,person,0.786,Man,28,589,312,29,86
11.28,327,1,person,0.75,Man,34,635,375,44,124
11.28,327,4,person,0.778,Man,28,588,311,30,90
11.31,328,1,person,0.763,Man,34,635,374,43,132
11.31,328,4,person,0.76,Man,28,586,310,33,94
11.34,329,1,person,0.759,Man,34,634,375,43,125
11.34,329,4,person,0.757,Man,28,584,311,34,90
11.38,330,1,person,0.797,Man,34,633,376,45,122
11.38,330,4,person,0.731,Man,28,583,312,35,90
11.41,331,1,person,0.779,Man,34,634,377,45,116
11.41,331,4,person,0.794,Man,28,582,310,33,96
11.45,332,1,person,0.837,Man,34,634,378,45,113
11.45,332,4,person,0.767,Man,28,580,308,33,100
11.48,333,1,person,0.803,Man,34,634,376,46,125
11.48,333,4,person,0.751,Man,28,580,307,32,102
11.52,334,1,person,0.804,Man,34,635,375,45,131
11.52,334,4,person,0.751,Man,28,579,309,32,95
11.55,335,1,person,0.606,Man,34,637,375,46,133
11.55,335,4,person,0.722,Man,28,579,311,33,88
11.59,336,1,person,0.741,Man,34,639,379,46,117
11.59,336,4,person,0.751,Man,28,580,312,33,82
11.62,337,1,person,0.724,Man,34,640,381,47,113
11.62,337,4,person,0.696,Man,28,580,311,32,84
11.66,338,1,person,0.77,Man,34,640,380,44,122
11.66,338,4,person,0.508,Man,28,580,308,33,85
11.69,339,1,person,0.769,Man,34,641,378,41,127
11.69,339,4,person,0.7,Man,28,581,307,33,90
11.72,340,1,person,0.756,Man,34,642,378,40,128
11.72,340,4,person,0.687,Man,28,581,308,32,91
11.76,341,1,person,0.704,Man,34,643,378,39,120
11.76,341,4,person,0.731,Man,28,579,309,35,89
11.79,342,1,person,0.75,Man,34,643,381,41,113
11.79,342,4,person,0.753,Man,28,578,310,36,90
11.83,343,1,person,0.749,Man,34,644,384,43,113
11.83,343,4,person,0.759,Man,28,578,309,35,95
11.86,344,1,person,0.769,Man,34,645,385,45,113
11.86,344,4,person,0.682,Man,28,577,310,37,98
11.9,345,1,person,0.779,Man,34,646,385,45,118
11.9,345,4,person,0.772,Man,28,576,311,36,94
11.93,346,1,person,0.761,Man,34,646,385,45,123
11.93,346,4,person,0.694,Man,28,577,313,34,83
11.97,347,1,person,0.761,Man,34,647,387,48,119
11.97,347,4,person,0.744,Man,28,578,313,30,81
12.0,348,1,person,0.751,Man,34,648,390,48,114
12.0,348,4,person,0.74,Man,28,576,312,30,84
12.03,349,1,person,0.756,Man,34,649,390,45,118
12.03,349,4,person,0.682,Man,28,574,310,32,85
12.07,350,1,person,0.753,Man,34,651,391,43,121
12.07,350,4,person,0.554,Man,28,568,310,40,92
12.1,351,1,person,0.739,Man,34,651,389,41,129
12.1,351,4,person,0.736,Man,28,569,312,34,87
12.14,352,1,person,0.686,Man,34,651,387,42,136
12.14,352,4,person,0.719,Man,28,567,311,35,90
12.17,353,1,person,0.66,Man,34,651,390,44,118
12.17,353,4,person,0.781,Man,28,565,309,38,93
12.21,354,1,person,0.729,Man,34,652,392,45,108
12.21,354,4,person,0.755,Man,28,564,306,38,93
12.24,355,1,person,0.738,Man,34,653,395,46,104
12.24,355,4,person,0.682,Man,28,564,304,36,94
12.28,356,1,person,0.754,Man,34,653,390,48,106
12.28,356,4,person,0.661,Man,28,564,305,34,91
12.31,357,1,person,0.781,Man,34,654,387,49,111
12.31,357,4,person,0.702,Man,28,564,305,33,91
12.34,358,1,person,0.797,Man,34,655,387,50,115
12.34,358,4,person,0.706,Man,28,565,304,30,94
12.38,359,1,person,0.803,Man,34,656,390,51,115
12.38,359,4,person,0.652,Man,28,564,302,30,97
12.41,360,1,person,0.734,Man,34,658,394,48,114
12.41,360,4,person,0.684,Man,28,564,300,30,99
12.45,361,1,person,0.791,Man,34,660,395,43,118
12.45,361,4,person,0.678,Man,28,565,299,32,102
12.48,362,1,person,0.761,Man,34,662,394,40,124
12.48,362,4,person,0.705,Man,28,564,301,34,101
12.52,363,1,person,0.767,Man,34,662,393,43,133
12.52,363,4,person,0.764,Man,28,564,302,35,101
12.55,364,1,person,0.705,Man,34,662,394,42,133
12.55,364,4,person,0.772,Man,28,562,303,38,102
12.59,365,1,person,0.719,Man,34,662,398,46,137
12.59,365,4,person,0.778,Man,28,562,302,39,102
12.62,366,1,person,0.618,Man,34,662,399,46,138
12.62,366,4,person,0.713,Man,28,563,303,39,102
12.66,367,1,person,0.707,Man,34,662,398,48,137
12.66,367,4,person,0.769,Man,28,563,305,37,99
12.69,368,1,person,0.764,Man,34,663,395,51,128
12.69,368,4,person,0.692,Man,28,564,309,34,92
12.72,369,1,person,0.793,Man,34,663,394,51,123
12.72,369,4,person,0.695,Man,28,562,309,37,95
12.76,370,1,person,0.722,Man,34,662,394,51,120
12.76,370,4,person,0.689,Man,28,561,306,35,98
12.79,371,1,person,0.725,Man,34,661,393,51,117
12.79,371,4,person,0.53,Man,28,560,305,38,102
12.83,372,1,person,0.75,Man,34,658,393,50,121
12.83,372,4,person,0.696,Man,28,559,307,37,93
12.86,373,1,person,0.675,Man,34,659,393,46,115
12.86,373,4,person,0.66,Man,28,558,306,35,85
12.9,374,1,person,0.666,Man,34,660,389,43,120
12.9,374,4,person,0.715,Man,28,554,302,40,86
12.93,375,1,person,0.606,Man,34,659,385,45,130
12.93,375,4,person,0.759,Man,28,556,298,36,91
12.97,376,1,person,0.687,Man,34,657,384,45,134
12.97,376,4,person,0.696,Man,28,556,296,37,95
13.0,377,1,person,0.718,Man,34,657,386,44,120
13.0,377,4,person,0.712,Man,28,556,298,35,95
13.03,378,1,person,0.684,Man,34,657,387,43,116
13.03,378,4,person,0.632,Man,28,558,300,32,94
13.07,379,1,person,0.78,Man,34,660,387,44,117
13.07,379,4,person,0.718,Man,28,559,299,33,98
13.1,380,1,person,0.738,Man,34,660,384,47,119
13.1,380,4,person,0.751,Man,28,559,296,38,105
13.14,381,1,person,0.79,Man,34,661,381,49,128
13.14,381,4,person,0.68,Man,28,559,296,35,102
13.17,382,1,person,0.773,Man,34,662,380,49,128
13.17,382,4,person,0.641,Man,28,561,297,32,78
13.21,383,1,person,0.759,Man,34,662,383,50,120
13.21,383,4,person,0.647,Man,28,561,298,31,76
13.24,384,1,person,0.732,Man,34,663,388,47,109
13.24,384,4,person,0.688,Man,28,560,297,34,82
13.28,385,1,person,0.757,Man,34,663,389,46,115
13.28,385,4,person,0.769,Man,28,559,296,35,90
13.31,386,1,person,0.757,Man,34,663,388,45,124
13.31,386,4,person,0.783,Man,28,559,296,37,94
13.34,387,1,person,0.683,Man,34,660,388,48,128
13.34,387,4,person,0.753,Man,28,560,295,38,98
13.38,388,1,person,0.532,Man,34,662,389,47,131
13.38,388,4,person,0.689,Man,28,562,296,38,101
13.41,389,1,person,0.72,Man,34,663,392,46,129
13.41,389,4,person,0.675,Man,28,564,297,35,101
13.45,390,1,person,0.802,Man,34,664,394,47,133
13.45,390,4,person,0.721,Man,28,567,296,32,103
13.48,391,1,person,0.823,Man,34,663,394,51,134
13.48,391,4,person,0.615,Man,28,568,295,32,108
13.52,392,1,person,0.77,Man,34,663,393,52,130
13.52,392,4,person,0.622,Man,28,568,296,35,105
13.55,393,1,person,0.756,Man,34,663,390,52,140
13.55,393,4,person,0.676,Man,28,568,295,37,102
13.59,394,1,person,0.746,Man,34,662,390,52,131
13.59,394,4,person,0.525,Man,28,571,296,33,76
13.62,395,1,person,0.775,Man,34,663,393,50,125
13.62,395,4,person,0.698,Man,28,569,295,38,98
13.66,396,1,person,0.74,Man,34,662,394,49,126
13.66,396,4,person,0.758,Man,28,567,295,40,107
13.69,397,1,person,0.678,Man,34,664,394,43,131
13.69,397,4,person,0.726,Man,28,565,295,43,112
13.72,398,1,person,0.716,Man,34,665,393,41,139
13.72,398,4,person,0.706,Man,28,569,297,39,109
13.76,399,1,person,0.656,Man,34,665,391,47,150
13.76,399,4,person,0.76,Man,28,571,300,40,104
13.79,400,1,person,0.623,Man,34,664,391,50,154
13.79,400,4,person,0.755,Man,28,575,302,40,112
13.83,401,1,person,0.677,Man,34,663,393,46,141
13.83,401,4,person,0.663,Man,28,579,302,38,115
13.86,402,1,person,0.779,Man,34,663,395,45,126
13.86,402,4,person,0.64,Man,28,582,302,38,117
13.9,403,1,person,0.677,Man,34,663,397,47,123
13.9,403,4,person,0.536,Man,28,583,302,39,121
13.93,404,1,person,0.759,Man,34,662,395,48,129
13.97,405,1,person,0.709,Man,34,662,393,50,135
14.0,406,1,person,0.717,Man,34,660,392,53,132
14.03,407,1,person,0.778,Man,34,659,392,54,130
14.03,407,4,person,0.585,Man,28,583,301,33,101
14.07,408,1,person,0.77,Man,34,660,393,52,128
14.1,409,1,person,0.809,Man,34,659,390,52,135
14.14,410,1,person,0.791,Man,34,659,385,49,144
14.14,410,4,person,0.652,Man,28,585,302,33,90
14.17,411,1,person,0.77,Man,34,658,382,47,147
14.17,411,4,person,0.717,Man,28,585,301,34,92
14.21,412,1,person,0.696,Man,34,657,383,45,143
14.21,412,4,person,0.695,Man,28,585,299,33,96
14.24,413,1,person,0.692,Man,34,657,385,49,149
14.24,413,4,person,0.64,Man,28,580,296,38,96
14.28,414,1,person,0.67,Man,34,657,387,51,146
14.28,414,4,person,0.63,Man,28,582,296,36,97
14.31,415,1,person,0.74,Man,34,657,387,54,140
14.31,415,4,person,0.59,Man,28,581,299,36,94
14.34,416,1,person,0.729,Man,34,657,383,53,148
14.34,416,4,person,0.609,Man,28,581,299,35,96
14.38,417,1,person,0.741,Man,34,657,381,52,153
14.38,417,4,person,0.704,Man,28,580,298,34,99
14.41,418,1,person,0.796,Man,34,659,381,52,147
14.41,418,4,person,0.768,Man,28,580,295,34,105
14.45,419,1,person,0.745,Man,34,660,383,54,140
14.45,419,4,person,0.717,Man,28,580,294,36,112
14.48,420,1,person,0.672,Man,34,659,386,56,136
14.48,420,4,person,0.657,Man,28,580,295,37,114
14.52,421,1,person,0.736,Man,34,660,389,54,138
14.52,421,4,person,0.655,Man,28,581,297,34,95
14.55,422,1,person,0.792,Man,34,663,389,51,144
14.55,422,4,person,0.65,Man,28,582,297,33,96
14.59,423,1,person,0.795,Man,34,664,390,50,146
14.59,423,4,person,0.633,Man,28,581,294,38,110
14.62,424,1,person,0.782,Man,34,665,391,52,144
14.62,424,4,person,0.683,Man,28,580,294,40,104
14.66,425,1,person,0.729,Man,34,666,393,52,153
14.66,425,4,person,0.63,Man,28,582,295,36,98
14.69,426,1,person,0.731,Man,34,667,396,53,156
14.72,427,1,person,0.782,Man,34,669,397,51,140
14.72,427,4,person,0.594,Man,28,583,296,34,99
14.76,428,1,person,0.786,Man,34,670,396,53,139
14.76,428,4,person,0.709,Man,28,584,296,34,97
14.79,429,1,person,0.769,Man,34,671,391,55,145
14.79,429,4,person,0.685,Man,28,584,296,33,97
14.83,430,1,person,0.819,Man,34,672,390,53,142
14.83,430,4,person,0.729,Man,28,586,297,33,98
14.86,431,1,person,0.78,Man,34,672,396,55,130
14.86,431,4,person,0.669,Man,28,587,302,35,92
14.9,432,1,person,0.841,Man,34,674,399,53,125
14.9,432,4,person,0.676,Man,28,589,305,35,94
14.93,433,1,person,0.808,Man,34,676,401,47,125
14.93,433,4,person,0.757,Man,28,592,307,36,97
14.97,434,1,person,0.82,Man,34,676,402,47,135
14.97,434,4,person,0.758,Man,28,592,305,38,106
15.0,435,1,person,0.837,Man,34,676,401,48,137
15.0,435,4,person,0.757,Man,28,594,304,38,112
15.03,436,1,person,0.816,Man,34,675,401,49,136
15.03,436,4,person,0.713,Man,28,597,307,37,110
15.07,437,1,person,0.743,Man,34,673,402,52,131
15.07,437,4,person,0.641,Man,28,599,311,34,107
15.1,438,1,person,0.742,Man,34,671,405,54,126
15.1,438,4,person,0.648,Man,28,599,314,35,104
15.14,439,1,person,0.786,Man,34,670,405,57,133
15.14,439,4,person,0.636,Man,28,600,316,36,109
15.17,440,1,person,0.777,Man,34,670,402,56,142
15.17,440,4,person,0.619,Man,28,600,317,37,111
15.21,441,1,person,0.799,Man,34,669,401,56,151
15.21,441,4,person,0.566,Man,28,602,317,35,102
15.24,442,1,person,0.744,Man,34,668,402,56,137
15.24,442,4,person,0.593,Man,28,602,321,34,95
15.28,443,1,person,0.652,Man,34,668,403,55,117
15.31,444,1,person,0.751,Man,34,667,405,52,126
15.31,444,4,person,0.71,Man,28,605,325,33,97
15.34,445,1,person,0.743,Man,34,666,404,50,135
15.34,445,4,person,0.735,Man,28,606,323,33,103
15.38,446,1,person,0.745,Man,34,665,402,48,138
15.38,446,4,person,0.672,Man,28,605,320,34,105
15.41,447,1,person,0.747,Man,34,663,400,47,140
15.41,447,4,person,0.71,Man,28,605,319,33,96
15.45,448,1,person,0.792,Man,34,662,399,46,142
15.45,448,4,person,0.693,Man,28,606,321,33,106
15.48,449,1,person,0.685,Man,34,661,400,50,145
15.48,449,4,person,0.682,Man,28,606,323,35,96
15.52,450,1,person,0.719,Man,34,657,400,52,141
15.52,450,4,person,0.678,Man,28,605,324,37,92
15.55,451,1,person,0.733,Man,34,654,399,54,128
15.55,451,4,person,0.692,Man,28,603,323,38,91
15.59,452,1,person,0.762,Man,34,654,397,55,131
15.59,452,4,person,0.638,Man,28,603,321,38,96
15.62,453,1,person,0.76,Man,34,654,393,54,138
15.62,453,4,person,0.572,Man,28,603,319,36,93
15.66,454,1,person,0.74,Man,34,654,392,52,143
15.66,454,4,person,0.72,Man,28,603,321,35,86
15.69,455,1,person,0.741,Man,34,652,395,53,141
15.69,455,4,person,0.671,Man,28,604,323,34,82
15.72,456,1,person,0.777,Man,34,652,398,54,127
15.72,456,4,person,0.695,Man,28,604,322,34,85
15.76,457,1,person,0.81,Man,34,652,399,55,127
15.76,457,4,person,0.744,Man,28,603,320,32,88
15.79,458,1,person,0.814,Man,34,652,400,54,129
15.79,458,4,person,0.66,Man,28,602,318,33,92
15.83,459,1,person,0.804,Man,34,652,400,55,131
15.83,459,4,person,0.662,Man,28,602,316,32,94
15.86,460,1,person,0.784,Man,34,653,400,52,137
15.86,460,4,person,0.692,Man,28,601,317,33,91
15.9,461,1,person,0.779,Man,34,654,400,50,139
15.9,461,4,person,0.618,Man,28,599,318,34,93
15.93,462,1,person,0.771,Man,34,653,404,51,134
15.93,462,4,person,0.632,Man,28,596,316,39,100
15.97,463,1,person,0.803,Man,34,653,407,52,133
15.97,463,4,person,0.664,Man,28,597,315,38,104
16.0,464,1,person,0.831,Man,34,654,406,52,135
16.0,464,4,person,0.633,Man,28,597,315,39,106
16.03,465,1,person,0.806,Man,34,654,403,52,137
16.03,465,4,person,0.655,Man,28,598,318,37,100
16.07,466,1,person,0.749,Man,34,656,401,50,135
16.07,466,4,person,0.639,Man,28,600,320,37,97
16.1,467,1,person,0.711,Man,34,659,403,53,137
16.1,467,4,person,0.679,Man,28,601,321,36,96
16.14,468,1,person,0.798,Man,34,662,405,50,131
16.14,468,4,person,0.73,Man,28,604,320,33,103
16.17,469,1,person,0.732,Man,34,664,408,50,128
16.17,469,4,person,0.64,Man,28,605,319,34,98
16.21,470,1,person,0.784,Man,34,665,410,47,127
16.21,470,4,person,0.687,Man,28,607,319,33,97
16.24,471,1,person,0.808,Man,34,664,409,48,135
16.24,471,4,person,0.694,Man,28,608,319,33,96
16.28,472,1,person,0.777,Man,34,663,409,49,131
16.28,472,4,person,0.734,Man,28,609,321,32,95
16.31,473,1,person,0.743,Man,34,662,409,49,128
16.31,473,4,person,0.721,Man,28,609,320,34,101
16.34,474,1,person,0.754,Man,34,660,410,52,123
16.34,474,4,person,0.677,Man,28,612,319,33,102
16.38,475,1,person,0.664,Man,34,660,410,53,120
16.38,475,4,person,0.68,Man,28,612,317,35,108
16.41,476,1,person,0.706,Man,34,660,410,54,123
16.41,476,4,person,0.702,Man,28,614,318,35,109
16.45,477,1,person,0.826,Man,34,662,407,51,123
16.45,477,4,person,0.768,Man,28,617,320,35,104
16.48,478,1,person,0.773,Man,34,663,405,49,124
16.48,478,4,person,0.726,Man,28,619,322,35,103
16.52,479,1,person,0.732,Man,34,664,405,50,122
16.52,479,4,person,0.7,Man,28,620,322,35,102
16.55,480,1,person,0.663,Man,34,664,406,49,119
16.55,480,4,person,0.723,Man,28,621,321,35,97
16.59,481,1,person,0.741,Man,34,663,407,49,117
16.59,481,4,person,0.773,Man,28,623,320,35,95
16.62,482,1,person,0.745,Man,34,664,404,45,124
16.62,482,4,person,0.713,Man,28,625,321,35,94
16.66,483,1,person,0.728,Man,34,660,403,47,123
16.66,483,4,person,0.736,Man,28,626,324,35,93
16.69,484,1,person,0.772,Man,34,657,403,47,123
16.69,484,4,person,0.699,Man,28,625,328,35,90
16.72,485,1,person,0.759,Man,34,655,403,47,127
16.72,485,4,person,0.739,Man,28,625,329,37,89
16.76,486,1,person,0.743,Man,34,652,405,48,130
16.76,486,4,person,0.724,Man,28,628,329,35,89
16.79,487,1,person,0.722,Man,34,647,405,53,129
16.79,487,4,person,0.719,Man,28,631,328,33,93
16.83,488,1,person,0.76,Man,34,647,404,52,132
16.83,488,4,person,0.735,Man,28,633,328,33,95
16.86,489,1,person,0.745,Man,34,647,402,52,136
16.86,489,4,person,0.745,Man,28,634,330,34,95
16.9,490,1,person,0.807,Man,34,646,401,53,131
16.9,490,4,person,0.623,Man,28,634,333,36,94
16.93,491,1,person,0.774,Man,34,646,402,51,122
16.93,491,4,person,0.602,Man,28,637,335,36,94
16.97,492,1,person,0.667,Man,34,646,402,51,119
16.97,492,4,person,0.609,Man,28,642,334,34,77
17.0,493,1,person,0.732,Man,34,646,401,48,120
17.0,493,4,person,0.615,Man,28,646,333,34,83
17.03,494,1,person,0.762,Man,34,645,399,47,124
17.03,494,4,person,0.648,Man,28,650,332,32,71
17.07,495,1,person,0.695,Man,34,644,397,45,132
17.07,495,4,person,0.67,Man,28,652,334,32,75
17.1,496,1,person,0.729,Man,34,641,394,46,140
17.1,496,4,person,0.668,Man,28,653,336,32,71
17.14,497,1,person,0.777,Man,34,639,395,46,129
17.14,497,4,person,0.641,Man,28,655,337,32,67
17.17,498,1,person,0.777,Man,34,637,397,46,125
17.17,498,4,person,0.645,Man,28,659,338,30,74
17.21,499,1,person,0.791,Man,34,633,397,48,123
17.21,499,4,person,0.541,Man,28,663,339,31,77
17.24,500,1,person,0.755,Man,34,629,394,50,130
17.24,500,4,person,0.642,Man,28,665,340,32,73
17.28,501,1,person,0.828,Man,34,628,390,50,133
17.28,501,4,person,0.68,Man,28,669,341,31,66
17.31,502,1,person,0.807,Man,34,627,387,50,133
17.31,502,4,person,0.735,Man,28,673,343,31,66
17.34,503,1,person,0.823,Man,34,627,387,49,123
17.34,503,4,person,0.656,Man,28,677,342,32,70
17.38,504,1,person,0.812,Man,34,625,387,50,118
17.38,504,4,person,0.71,Man,28,679,341,33,73
17.41,505,1,person,0.796,Man,34,624,386,48,113
17.41,505,4,person,0.746,Man,28,680,340,34,79
17.45,506,1,person,0.849,Man,34,621,383,48,108
17.45,506,4,person,0.783,Man,28,681,341,34,79
17.48,507,1,person,0.8,Man,34,620,380,47,117
17.48,507,4,person,0.76,Man,28,683,343,33,79
17.52,508,1,person,0.785,Man,34,616,378,49,124
17.52,508,4,person,0.757,Man,28,686,344,32,79
17.55,509,1,person,0.804,Man,34,611,377,50,120
17.55,509,4,person,0.727,Man,28,688,344,31,79
17.59,510,1,person,0.848,Man,34,606,378,50,116
17.59,510,4,person,0.593,Man,28,691,344,29,70
17.62,511,1,person,0.821,Man,34,603,378,50,114
17.66,512,1,person,0.825,Man,34,600,376,49,117
17.66,512,4,person,0.619,Man,28,695,343,31,63
17.69,513,1,person,0.784,Man,34,596,371,49,125
17.69,513,4,person,0.538,Man,28,698,344,29,56
17.72,514,1,person,0.781,Man,34,595,369,46,126
17.72,514,4,person,0.663,Man,28,697,341,31,63
17.76,515,1,person,0.77,Man,34,594,368,43,125
17.76,515,4,person,0.59,Man,28,697,338,33,61
17.79,516,1,person,0.773,Man,34,592,368,44,120
17.79,516,4,person,0.599,Man,28,696,336,34,72
17.83,517,1,person,0.791,Man,34,589,368,44,115
17.83,517,4,person,0.586,Man,28,695,335,35,76
17.86,518,1,person,0.796,Man,34,587,365,45,116
17.86,518,4,person,0.635,Man,28,693,336,36,77
17.9,519,1,person,0.68,Man,34,585,362,44,112
17.9,519,4,person,0.691,Man,28,693,336,34,80
17.93,520,1,person,0.723,Man,34,581,359,45,109
17.93,520,4,person,0.679,Man,28,693,335,34,82
17.97,521,1,person,0.771,Man,34,578,360,45,108
17.97,521,4,person,0.641,Man,28,692,334,36,85
18.0,522,1,person,0.842,Man,34,575,361,45,108
18.0,522,4,person,0.659,Man,28,688,334,40,87
18.03,523,1,person,0.851,Man,34,573,361,45,112
18.03,523,4,person,0.638,Man,28,683,335,46,89
18.07,524,1,person,0.75,Man,34,570,360,45,113
18.07,524,4,person,0.577,Man,28,682,337,48,87
18.1,525,1,person,0.663,Man,34,572,359,40,98
18.1,525,4,person,0.649,Man,28,691,337,40,84
18.14,526,1,person,0.691,Man,34,574,358,38,98
18.14,526,4,person,0.603,Man,28,699,337,33,75
18.17,527,1,person,0.695,Man,34,575,358,35,84
18.17,527,4,person,0.608,Man,28,701,336,32,76
18.21,528,1,person,0.654,Man,34,576,359,35,79
18.21,528,4,person,0.669,Man,28,702,337,33,72
18.24,529,1,person,0.524,Man,34,577,362,36,76
18.28,530,1,person,0.572,Man,34,579,364,35,74
18.28,530,4,person,0.617,Man,28,708,339,28,63
18.31,531,1,person,0.679,Man,34,579,362,37,95
18.31,531,4,person,0.623,Man,28,710,339,27,62
18.34,532,1,person,0.638,Man,34,577,361,41,86
18.34,532,4,person,0.652,Man,28,712,339,27,65
18.38,533,1,person,0.631,Man,34,578,358,40,89
18.38,533,4,person,0.666,Man,28,712,340,30,67
18.41,534,1,person,0.757,Man,34,577,358,41,100
18.41,534,4,person,0.635,Man,28,712,341,31,67
18.45,535,1,person,0.822,Man,34,575,358,43,106
18.45,535,4,person,0.627,Man,28,713,342,31,66
18.48,536,1,person,0.811,Man,34,575,359,44,109
18.48,536,4,person,0.626,Man,28,712,339,32,73
18.52,537,1,person,0.822,Man,34,575,359,43,111
18.52,537,4,person,0.645,Man,28,711,338,32,69
18.55,538,1,person,0.786,Man,34,576,357,40,112
18.55,538,4,person,0.687,Man,28,709,338,32,69
18.59,539,1,person,0.755,Man,34,575,356,40,115
18.59,539,4,person,0.655,Man,28,707,338,34,73
18.62,540,1,person,0.701,Man,34,576,356,36,97
18.62,540,4,person,0.626,Man,28,709,338,32,77
18.66,541,1,person,0.686,Man,34,577,359,34,82
